leaf_index,target_section_count,predicted_section_count,section_count_absolute_error,geometry_rms_m,geometry_rms_normalized,position,chord,twist,cst_code,section_count,total,cst_shape_coefficients_mae,cst_trailing_edge_y_mae,cst_n1_n2_mae,leading_edge_xyz_m_mae,chord_m_mae,chord_m_relative_percent_mean,twist_rad_mae
79,4,4,0,0.03560466998865052,0.06414587817316827,0.013031070120632648,0.01344960555434227,0.06824790686368942,0.20114164054393768,-0.0,0.34799450635910034,0.02456648461520672,0.0006624816451221704,0.007760193198919296,0.014140956103801727,0.009501416236162186,4.233297348022461,0.007908901199698448
80,5,5,0,0.02911371368501591,0.05822742737003182,0.012688862159848213,0.0526883602142334,0.07652373611927032,0.6106786727905273,1.1920922133867862e-06,0.8033386468887329,0.04144379496574402,0.0014168311608955264,0.02084921859204769,0.010949245654046535,0.006005436182022095,7.219883918762207,0.008310623466968536
81,4,4,0,0.026572828518819466,0.05314565703763893,0.012567834928631783,0.0891755148768425,0.06293162703514099,0.2820168137550354,-0.0,0.49696314334869385,0.026296228170394897,0.0011642352910712361,0.015396181493997574,0.011986667290329933,0.013482917100191116,11.43065071105957,0.0062880124896764755
82,4,4,0,0.044865215117165055,0.07464905640570754,0.030811332166194916,0.01660039834678173,0.053398072719573975,0.5766134262084961,1.4305104514278355e-06,0.8006728887557983,0.03754985332489014,0.0012199877528473735,0.034680549055337906,0.017821867018938065,0.011507462710142136,4.682770729064941,0.005553253460675478
83,8,8,0,0.054255190434815664,0.10851038086963133,0.026423605158925056,0.0521325059235096,0.15312033891677856,0.6947538256645203,1.0728830375228426e-06,1.0321279764175415,0.04926874861121178,0.0008182371966540813,0.033915601670742035,0.023124799132347107,0.024893086403608322,8.003929138183594,0.011683346703648567
84,7,7,0,0.04885044461818338,0.07397497592192562,0.018113544210791588,0.02049422077834606,0.010968966409564018,0.6874564290046692,2.3841855067985307e-07,0.80948805809021,0.04597792029380798,0.0008589403587393463,0.0349234901368618,0.01700000651180744,0.0089909378439188,5.359303951263428,0.0024061817675828934
85,2,2,0,0.02340075118340383,0.04680150236680766,0.007857056334614754,0.0028418132569640875,0.004880199208855629,0.07883069664239883,-0.0,0.12583798170089722,0.017501285299658775,0.0003923278418369591,0.007383882999420166,0.008951827883720398,0.0029300302267074585,1.582897424697876,0.002141977660357952
86,5,5,0,0.02973934620385893,0.05947869240771786,0.009336834773421288,0.03492758050560951,0.014142252504825592,0.5217153429985046,3.2186455882765586e-06,0.6174790263175964,0.03468851000070572,0.0013814473059028387,0.022024977952241898,0.01216583326458931,0.006562273483723402,6.1143412590026855,0.0027700632344931364
87,7,7,0,0.041915840140516095,0.05502558914140324,0.01914331689476967,0.10797488689422607,0.008528394624590874,0.5166330337524414,-0.0,0.7288528680801392,0.038028422743082047,0.0006498948787339032,0.027059631422162056,0.018656952306628227,0.024858515709638596,12.406638145446777,0.0025378037244081497
88,3,3,0,0.019283797609633436,0.06881999262330137,0.012817363254725933,0.007081759627908468,0.01184344757348299,0.19876575469970703,1.1920928244535389e-07,0.28177815675735474,0.027012471109628677,0.00039584445767104626,0.01603694260120392,0.008230249397456646,0.005891775246709585,3.34896183013916,0.002749249106273055
89,5,5,0,0.03471779873806808,0.05841239138534621,0.009983852505683899,0.007291930261999369,0.012938253581523895,0.2913561165332794,1.1920928244535389e-07,0.361505925655365,0.027302507311105728,0.0010079632047563791,0.024177709594368935,0.012512803077697754,0.008094772696495056,3.1389050483703613,0.0032348434906452894
90,2,2,0,0.0167028709361863,0.0334057418723726,0.0026735609862953424,0.0009086153004318476,0.011215906590223312,0.06979291141033173,-0.0,0.09528523683547974,0.013643589802086353,0.0006101621547713876,0.012468494474887848,0.007215006276965141,0.0029965639114379883,1.1567587852478027,0.0031773000955581665
